번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(백만원),액면가(원),통화구분,대표전화,주소,총카운트
1675,006890,태경화학,032001,기초화학물질 제조업,"11,600,000","5,800,000,000","500",원(KRW),02-3661-8011,서울특별시 강서구  공항대로 467 (등촌동) ,2046
1676,023160,태광,032401,1차 철강 제조업,"26,500,000","13,250,000,000","500",원(KRW),051-970-6617,부산광역시 강서구  녹산산업대로 117-12 ,2046
1677,003240,태광산업,032005,화학섬유 제조업,"1,113,400","5,567,000,000","5,000",원(KRW),02-3406-0300,서울특별시 중구  동호로 310 (장충동2가),2046
1678,011280,태림포장공업,031702,"골판지, 종이 상자 및 종이 용기 제조업","70,805,940","35,402,970,000","500",원(KRW),031-499-3333,경기도 시흥시 공단1대로379번안길 74 ,2046
1679,053620,태양,032509,기타 금속가공제품 제조업,"8,600,000","4,300,000,000","500",원(KRW),(041)621-9820,충청남도 천안시 서북구  업성1길 27 태양산업(주) ,2046
1680,004100,태양금속공업,033003,자동차 부품 제조업,"36,700,000","20,000,000,000","500",원(KRW),031-490-5500,경기도 안산시 단원구  해봉로 212 (성곡동),2046
1681,116100,태양기계,033003,자동차 부품 제조업,"6,239,986","3,119,993,000","500",원(KRW),031-354-9150,경기도 화성시 팔탄면 푸른들판로 843-24 ,2046
1682,072520,태양기전,032602,전자부품 제조업,"20,821,917","10,410,958,500","500",원(KRW),(053)582-4662,대구광역시 달서구 성서4차첨단로 146 ,2046
1683,009410,태영건설,064102,토목 건설업,"76,400,000","39,478,740,000","500",원(KRW),02-2090-2200,경기도 고양시 일산동구 정발산로 24 ,2046
1684,044490,태웅,032509,기타 금속가공제품 제조업,"18,165,368","9,082,684,000","500",원(KRW),(051)831-6007,부산광역시 강서구  녹산산단27로 67 ,2046
1685,001420,태원물산,033003,자동차 부품 제조업,"7,600,000","3,800,000,000","500",원(KRW),02-555-4301,서울특별시 강남구 테헤란로86길 14 (대치동),2046
1686,007980,태평양물산,031401,봉제의복 제조업,"39,706,670","19,853,335,000","500",원(KRW),02-850-9000,경기도 안산시 단원구 산단로163번길 60 ,2046
1687,191420,테고사이언스,032101,기초 의약물질 및 생물학적 제제 제조업,"3,702,857","1,851,428,500","500",원(KRW),02-2107-3053,"서울특별시 금천구 가산디지털2로 115 대륭테크노타운3차 101,102호 ",2046
1688,123100,테라세미콘,032902,특수 목적용 기계 제조업,"10,017,982","5,008,991,000","500",원(KRW),031-831-2500,경기도 화성시  동탄면 경기동로 267-24 ,2046
1689,182690,테라셈,032601,반도체 제조업,"13,966,340","6,983,170,000","500",원(KRW),043-240-8160,충청북도 청주시 청원구 오창읍 과학산업5로 9 ,2046
1690,066700,테라젠이텍스,032102,의약품 제조업,"27,815,096","13,907,548,000","500",원(KRW),(031)497-4100,경기도 안산시 단원구 산단로 68번길 58(초지동) ,2046
1691,095610,테스,032902,특수 목적용 기계 제조업,"10,542,387","5,271,193,500","500",원(KRW),031-323-2552,경기도 용인시 처인구 양지면 중부대로 2374-36 ,2046
1692,131970,테스나,137309,"그외 기타 전문, 과학 및 기술 서비스업","6,850,000","3,425,000,000","500",원(KRW),031-646-8500,경기도 평택시 산단로 16번길 72 ,2046
1693,089030,테크윙,032902,특수 목적용 기계 제조업,"17,279,415","8,703,424,500","500",원(KRW),031-378-5640,경기도 화성시 동탄면 동탄산단6길 37 ,2046
1694,038540,텍셀네트컴,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","93,583,753","46,791,876,500","500",원(KRW),02-2167-8500,서울특별시 금천구  가산디지털2로 123 월드메르디앙2차 ,2046
1695,054450,텔레칩스,032601,반도체 제조업,"10,630,978","5,315,489,000","500",원(KRW),(02)3443-6792,서울특별시 송파구  올림픽로35다길 42 루터회관 B/D 19~23층,2046
1696,091440,텔레필드,032604,통신 및 방송 장비 제조업,"6,957,040","3,478,520,000","500",원(KRW),031-730-5900,"경기도 성남시 분당구  판교로 255 이-301(삼평동, 판교이노밸리)",2046
1697,078000,텔코웨어,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업","9,702,706","5,026,353,000","500",원(KRW),02 -2105-9800,서울특별시 서초구  법원로3길 20-7 ,2046
1698,200230,텔콘,032604,통신 및 방송 장비 제조업,"5,022,000","2,511,000,000","500",원(KRW),031-370-0232,경기도 화성시 동탄면 영천로 183-6 &nbsp,2046
1699,214420,토니모리,032004,기타 화학제품 제조업,"11,760,000","2,352,000,000","200",원(KRW),02-591-3191,서울특별시 서초구 방배로 180 토니모리빌딩 ,2046
1700,051360,토비스,032605,영상 및 음향기기 제조업,"16,717,058","8,358,529,000","500",원(KRW),032-712-5112,인천 연수구 송도동 7-10 ,2046
1701,045340,토탈소프트,105802,소프트웨어 개발 및 공급업,"8,558,040","4,279,020,000","500",원(KRW),070-4733-1000,부산광역시 해운대구 반송로513번길 66-39(석대동) ,2046
1702,057880,토필드,032605,영상 및 음향기기 제조업,"13,237,785","6,618,892,500","500",원(KRW),031-778-0800,경기도 성남시 분당구  정자일로 23  토필드 빌딜,2046
1703,108230,톱텍,032902,특수 목적용 기계 제조업,"17,512,913","8,892,790,000","500",원(KRW),054-472-1100,경상북도 구미시 산동면 산호대로 1105-65 ,2046
1704,079970,투비소프트,105802,소프트웨어 개발 및 공급업,"10,395,411","5,197,705,500","500",원(KRW),02-2140-7700,"서울특별시 강남구 봉은사로 617 인탑스빌딩 3, 4, 5층 (삼성동)",2046
1705,199800,툴젠,137001,자연과학 및 공학 연구개발업,"5,418,686","2,709,343,000","500",원(KRW),02-873-8168,"서울특별시 금천구 가산디지털1로 219(가산동) 벽산디지털밸리 6차 1204,1205,1206 ",2046
1706,140890,트러스제7호,126801,부동산 임대 및 공급업,"9,686,000","48,430,000,000","5,000",원(KRW),02-785-8920,서울특별시 양천구  목동동로 233-3 ,2046
1707,052290,트레이스,032602,전자부품 제조업,"38,866,596","19,433,298,000","500",원(KRW),031-499-8960,경기도 안산시 단원구  별망로25번길 24 ,2046
1708,105550,트루윈,032602,전자부품 제조업,"8,239,388","4,119,694,000","500",원(KRW),042-612-5000,대전광역시 유성구 엑스포로 385 (주)트루윈,2046
1709,026150,특수건설,064102,토목 건설업,"9,994,814","4,997,407,000","500",원(KRW),02-590-6400,서울특별시 서초구 효령로 358 -,2046
1710,033830,티비씨,106002,텔레비전 방송업,"10,000,000","50,000,000,000","5,000",원(KRW),537601900,대구광역시 수성구 동대구로 23 ,2046
1711,064760,티씨케이,032309,기타 비금속 광물제품 제조업,"11,675,000","5,837,500,000","500",원(KRW),(031)677-0277,경기도 안성시 미양면 개정산업단지로 71- ,2046
1712,131290,티에스이,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","11,061,429","5,530,714,500","500",원(KRW),041-581-9955,충청남도 천안시 서북구 직산읍 군수1길 189 -,2046
1713,019180,티에이치엔,032809,기타 전기장비 제조업,"18,000,000","9,000,000,000","500",원(KRW),053-583-3001,대구광역시 달서구 성서로71길 43 ,2046
1714,062860,티엘아이,032601,반도체 제조업,"9,829,817","4,914,908,500","500",원(KRW),031-784-6800,경기도 성남시 중원구 양현로 405번길 12
티엘아이빌딩 7층, 8층, 9층 10층 ,2046
1715,004870,티웨이홀딩스,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","15,784,325","7,892,162,500","500",원(KRW),02-2056-9800,"서울특별시 성동구 아차산로 153 7층(성수동2가, 예림출판문화센터)",2046
1716,008900,티이씨코,032803,절연선 및 케이블 제조업,"16,242,217","8,121,108,500","500",원(KRW),02-2021-0600,경기도 안양시 동안구 시민대로 180 지스퀘어빌딩 24층 ,2046
1717,104480,티케이케미칼,032005,화학섬유 제조업,"90,895,434","45,447,717,000","500",원(KRW),02-2001-6000,대구광역시 북구  원대로 128 연우빌딩 3층,2046
1718,081150,티플랙스,032509,기타 금속가공제품 제조업,"16,825,457","8,412,728,500","500",원(KRW),031-488 -8800,"경기도 안산시 단원구 엠티브이1로 75 (목내동, (주)티플랙스)",2046
1719,130740,티피씨글로벌,033003,자동차 부품 제조업,"9,450,000","4,725,000,000","500",원(KRW),053-854-7500,경상북도 경산시  진량읍 일연로 574 ,2046
1720,217880,틸론,105802,소프트웨어 개발 및 공급업,"3,330,318","1,665,159,000","500",원(KRW),2627-9005,서울특별시 구로구 디지털로 288 대륭포스트타워 1차 1602호 ,2046
1721,134790,팀스,033201,가구 제조업,"2,000,000","1,000,000,000","500",원(KRW),02-3434-3908,충청북도 음성군 감곡면 음성로2568번길 33 (주)팀스 음성공장,2046
1722,084730,팅크웨어,032604,통신 및 방송 장비 제조업,"9,776,005","4,888,002,500","500",원(KRW),02-589-9000,경기도 성남시 분당구 판교역로 240 삼환하이펙스 A동 9층 ,2046
1723,046210,파나진,032103,의료용품 및 기타 의약관련제품 제조업,"26,806,666","13,403,333,000","500",원(KRW),042-861-9295,대전광역시 유성구  테크노10로 54 ,2046
1724,034230,파라다이스,189102,유원지 및 기타 오락관련 서비스업,"90,942,672","47,032,355,000","500",원(KRW),02-2277-0190,서울특별시 중구  동호로 268 파라다이스빌딩 ,2046
1725,033540,파라텍,032902,특수 목적용 기계 제조업,"11,120,000","5,560,000,000","500",원(KRW),02-3780-8704,경기도 부천시 원미구 길주로425번길 30-21 ,2046
1726,043200,파루,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","17,637,269","8,818,634,500","500",원(KRW),061 -759 -5190,전남 순천시 서면 선평리 42-2 ,2046
1727,214450,파마리서치프로덕트,074604,가정용품 도매업,"9,466,217","4,733,108,500","500",원(KRW),033-645-7640,강원도 강릉시  과학단지로 77-19 &nbsp,2046
1728,005690,파미셀,032101,기초 의약물질 및 생물학적 제제 제조업,"57,233,723","28,616,861,500","500",원(KRW),02-3496-0114,"서울특별시 강남구 언주로 874 (신사동, 쌍봉빌딩 7층) ",2046
1729,177830,파버나인,032602,전자부품 제조업,"5,355,636","2,677,818,000","500",원(KRW),032-814-6900,인천광역시 남동구 호구포로 33 (고잔동 728-2) 남동공단 157블럭 4로트 &nbsp,2046
1730,037070,파세코,032805,가정용 기기 제조업,"13,200,000","6,600,000,000","500",원(KRW),031 -491 -4032,경기도 안산시 단원구 원시로 248 ,2046
1731,150900,파수닷컴,105802,소프트웨어 개발 및 공급업,"8,076,695","4,038,347,500","500",원(KRW),02-300-9000,서울특별시 마포구 상암동 1605 누리꿈스퀘어 비즈니스센타 17층 ,2046
1732,047310,파워로직스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","31,680,531","16,072,490,500","500",원(KRW),043-219-5600,충청북도 청원군  옥산면 과학산업4로 163 ,2046
1733,170790,파이오링크,032604,통신 및 방송 장비 제조업,"6,856,330","3,428,165,000","500",원(KRW),02-2025-6900,서울특별시 금천구  가산디지털2로 98 IT캐슬 1동 401호,2046
1734,049120,파인디앤씨,032602,전자부품 제조업,"18,563,320","9,281,660,000","500",원(KRW),031-463-8813,충청남도 아산시  음봉면 연암산로 169 (주)파인디엔씨 ,2046
1735,038950,파인디지털,032604,통신 및 방송 장비 제조업,"10,190,765","5,095,382,500","500",원(KRW),031-788-8800,경기도 성남시 분당구 성남대로925번길 41 ,2046
1736,106240,파인테크닉스,032604,통신 및 방송 장비 제조업,"33,485,099","16,742,549,500","500",원(KRW),031-463-8800,경기도 안양시 만안구  덕천로 38 (주) 파인테크닉스 ,2046
1737,131760,파인텍,032602,전자부품 제조업,"6,408,332","3,204,166,000","500",원(KRW),031-900-9700,경기도 고양시 일산동구 일산로 138 ,2046
1738,028040,파캔OPC,032901,일반 목적용 기계 제조업,"15,691,196","7,845,598,000","500",원(KRW),043-710-0112,충북 청원군 옥산면 남촌리 1108-3 ,2046
1739,140860,파크시스템스,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","6,497,455","3,248,727,500","500",원(KRW),031-546-6900,"경기도 수원시 영통구 광교로 109, 4층(이의동, 나노소자특화팹센터) &nbsp",2046
1740,091700,파트론,032602,전자부품 제조업,"54,156,410","27,078,205,000","500",원(KRW),031-201-7700,경기도 화성시  삼성1로2길 22 (주)파트론,2046
1741,194510,파티게임즈,105802,소프트웨어 개발 및 공급업,"12,073,688","6,036,844,000","500",원(KRW),02)6005-0985,"서울특별시 강남구 테헤란로79길 6 3~5층(삼성동, 제이에스타워)",2046
1742,202960,판도라티비,105802,소프트웨어 개발 및 공급업,"10,783,123","5,391,561,500","500",원(KRW),070-4484-7100,경기도 성남시 분당구 대왕판교로644번길 49 DTC타워 11층 ,2046
1743,032800,판타지오,189001,창작 및 예술관련 서비스업,"49,431,127","24,715,563,500","500",원(KRW),02-3452-6100,"서울특별시 서초구  매헌로8길 39 (양재동, 희경재단빌딩디동 4층)",2046
1744,043090,팜스웰바이오,074607,기타 전문 도매업,"22,732,446","11,366,223,000","500",원(KRW),02-577-1555,"서울특별시 금천구 디지털로10길 9 (가산동, 하이힐빌딩)",2046
1745,036580,팜스코,031006,"곡물가공품, 전분 및 전분제품 제조업","36,727,943","18,363,971,500","500",원(KRW),031-7207-114,경기도 안성시  미양면 제2공단4길 33 ,2046
1746,027710,팜스토리,031008,동물용 사료 및 조제식품 제조업,"80,206,969","41,903,813,500","500",원(KRW),02-501-1648,서울특별시 강남구  강남대로 310 유니온센터 3층 ,2046
1747,054300,팬스타엔터프라이즈,032901,일반 목적용 기계 제조업,"27,213,417","13,606,708,500","500",원(KRW),000-1577-3520,부산광역시 중구 해관로 30 팬스타크루즈프라자,2046
1748,068050,팬엔터테인먼트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","9,637,908","4,818,954,000","500",원(KRW),02-380-2100,서울특별시 마포구  월드컵북로58길 10 ,2046
1749,028670,팬오션,085001,해상 운송업,"530,758,755","530,758,755,000","1,000",원(KRW),02-316-5114,서울특별시 중구 후암로 98 STX남산타워,2046
1750,222110,팬젠,032102,의약품 제조업,"8,696,682","4,348,341,000","500",원(KRW),031-733-9165,"경기도 수원시 영통구 신원로 306, 2동 4층(원천동 영통이노플렉스) &nbsp",2046
1751,010820,퍼스텍,032502,무기 및 총포탄 제조업,"46,764,840","23,382,420,000","500",원(KRW),055-212-1606,경상남도 창원시 성산구  남면로 485 퍼스텍(주),2046
1752,016800,퍼시스,033201,가구 제조업,"11,500,000","14,300,000,000","1,000",원(KRW),02-3400-6386,서울특별시 송파구 오금로 311 오금동,2046
1753,060900,퍼시픽바이오,064202,건물설비 설치 공사업,"33,499,270","3,349,927,000","100",원(KRW),02-6917-5300,"서울특별시 중구 소월로 1026층(남대문로5가, 단암빌딩) ",2046
1754,001020,페이퍼코리아,031701,"펄프, 종이 및 판지 제조업","160,162,357","80,081,178,500","500",원(KRW),063-440-5000,전라북도 군산시  구암로 50 ,2046
1755,087010,펩트론,032101,기초 의약물질 및 생물학적 제제 제조업,"5,867,137","2,933,568,500","500",원(KRW),042-360-8880,대전광역시 유성구 유성대로1628번길 37-24 ,2046
1756,090080,평화산업,033003,자동차 부품 제조업,"37,403,844","18,701,922,000","500",원(KRW),053-610-7027,대구광역시 달성군 논공읍 논공로 597 ,2046
1757,043370,평화정공,033003,자동차 부품 제조업,"21,000,000","10,500,000,000","500",원(KRW),(053)350-6311,대구 달서구 대천동 1032번지 ,2046
1758,010770,평화홀딩스,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","14,625,466","7,312,733,000","500",원(KRW),053-610-8500,대구광역시 달성군  논공읍 논공로 597 ,2046
1759,119500,포메탈,032509,기타 금속가공제품 제조업,"12,024,680","6,012,340,000","500",원(KRW),041-670-6200,충청남도 서산시  지곡면 무장산업로 229-7 ,2046
1760,016670,포비스티앤씨,074607,기타 전문 도매업,"39,713,462","19,856,731,000","500",원(KRW),02-2046-9375,"서울특별시 강남구 학동로19길 22(논현동, 조앤리빌딩) ",2046
1761,005490,포스코,032401,1차 철강 제조업,"87,186,835","482,403,125,000","5,000",원(KRW),054-220-0114,경상북도 포항시 남구  동해안로 6261 (주) 포스코,2046
1762,022100,포스코 ICT,137201,"건축기술, 엔지니어링 및 관련기술 서비스업","152,034,729","76,017,364,500","500",원(KRW),054-280-1114,경상북도 포항시 남구  호동로 68 (주)포스코아이씨티 ,2046
1763,058430,포스코강판,032401,1차 철강 제조업,"6,000,000","30,000,000,000","5,000",원(KRW),054-280-6114,경상북도 포항시 남구  철강로 173 포스코강판주식회사,2046
1764,047050,포스코대우,074601,상품 중개업,"113,876,291","569,381,455,000","5,000",원(KRW),02-759-2114,서울특별시 중구  통일로 10 연세재단세브란스빌딩,2046
1765,009520,포스코엠텍,032401,1차 철강 제조업,"41,642,703","20,821,351,500","500",원(KRW),054 -280 -8183,경상북도 포항시 남구  형산강북로 131 포스코엠텍,2046
1766,003670,포스코켐텍,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","59,070,000","29,535,000,000","500",원(KRW),(054) 290-0114,경상북도 포항시 남구  신항로 110 (주)포스코켐텍 ,2046
1767,189690,포시에스,105802,소프트웨어 개발 및 공급업,"6,522,975","3,261,487,500","500",원(KRW),02-828-1400,서울특별시 강남구 언주로30길 39 SEI타워 17층 ,2046
1768,141020,포티스,032604,통신 및 방송 장비 제조업,"20,850,331","10,425,165,500","500",원(KRW),031-709-1407,경기도 성남시 분당구  성남대로779번길 17 포티스빌딩 4층,2046
1769,032980,폴리비전,032202,플라스틱제품 제조업,"21,221,300","10,610,650,000","500",원(KRW),02-2088-0700,충청북도 청원군  북이면 신대석성로 144 ,2046
1770,005670,푸드웰,031003,"과실, 채소 가공 및 저장 처리업","8,000,000","4,000,000,000","500",원(KRW),053-980-3320,대구광역시 달서구 성서서로 121 - ,2046
1771,094940,푸른기술,032603,컴퓨터 및 주변장치 제조업,"5,641,177","2,820,588,500","500",원(KRW),02-6959-4700,서울특별시 서초구 효령로60길 23-10 (주)푸른빌딩 2층,2046
1772,007330,푸른저축은행,116401,은행 및 저축기관,"15,082,800","15,082,800,000","1,000",원(KRW),02  -545 -9000,서울특별시 서초구 강남대로 581 ,2046
1773,017810,풀무원,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","3,809,095","19,045,475,000","5,000",원(KRW),043-879-4500,충청북도 음성군 대소면 삼양로 730-27 ,2046
1774,093380,풍강,032509,기타 금속가공제품 제조업,"9,879,313","4,939,656,500","500",원(KRW),031-359-3600,경기도 화성시  우정읍 남양만로 745 ,2046
1775,023900,풍국주정,031101,알콜음료 제조업,"8,400,000","4,200,000,000","500",원(KRW),053 -583 -2071,대구광역시 달서구 성서로 72 ,2046
1776,103140,풍산,032402,1차 비철금속 제조업,"28,024,278","140,121,390,000","5,000",원(KRW),02-3406-5846,경기도 평택시  포승읍 평택항로156번길 134 (주)풍산,2046
1777,005810,풍산홀딩스,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","7,835,167","45,175,835,000","5,000",원(KRW),02-2278-6700,인천광역시 계양구  아나지로 156 효성동 (주)풍산홀딩스,2046
1778,220100,퓨쳐켐,032102,의약품 제조업,"2,569,000","1,284,500,000","500",원(KRW),02-497-3114,"서울특별시 성동구 연무장3길 21 (성수동2가, 2층)",2046
1779,035200,프럼파스트,032202,플라스틱제품 제조업,"7,336,264","3,668,132,000","500",원(KRW),041-865-9681,대전광역시 중구  동서대로 1187 ,2046
1780,203690,프로스테믹스,032101,기초 의약물질 및 생물학적 제제 제조업,"43,675,630","4,367,563,000","100",원(KRW),02-545-2520,"서울특별시 강남구 언주로 708 (논현동, 경원빌딩)",2046
1781,053610,프로텍,032902,특수 목적용 기계 제조업,"9,000,000","4,500,000,000","500",원(KRW),032-822-9171,경기도 안양시 동안구 시민대로327번길 11-14(관양동) ,2046
1782,053160,프리엠스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","6,000,000","3,000,000,000","500",원(KRW),032-679-1477,경기도 부천시 오정구 삼작로178번길 14 ,2046
1783,060910,프리젠,032602,전자부품 제조업,"5,330,469","2,665,234,500","500",원(KRW),043-879-7000,경북 경주시 건천읍 용명리 1102-5 ,2046
1784,075130,플랜티넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","8,960,000","4,480,000,000","500",원(KRW),070-4489-7000,경기도 성남시 분당구  대왕판교로 670 유스페이스2 A동 6층,2046
1785,222670,플럼라인생명과학,137001,자연과학 및 공학 연구개발업,"2,013,100","1,006,550,000","500",원(KRW),02-3497-1707,"서울특별시 서초구 헌릉로 7 807호(염곡동, 외국창업지원연구센터)",2046
1786,023770,플레이위드,105802,소프트웨어 개발 및 공급업,"2,875,832","1,437,916,000","500",원(KRW),031-724-2400,"경기도 성남시 분당구 판교로 256번길 25, 제C동  ",2046
1787,150440,피노텍,105802,소프트웨어 개발 및 공급업,"8,658,694","4,329,347,000","500",원(KRW),02-522-3558,"서울특별시 서초구 양재천로9길 1 3층(양재동,용두빌딩) ",2046
1788,032580,피델릭스,032601,반도체 제조업,"20,567,273","10,283,636,500","500",원(KRW),031-785-3500,"경기도 성남시 분당구 백현로 93(수내동, 후너스빌딩 6층) ",2046
1789,051380,피씨디렉트,074605,기계장비 및 관련 물품 도매업,"6,918,324","3,459,162,000","500",원(KRW),(02)785-3001,"서울시 강남구 테헤란로 223 (역삼동, 큰길타워) ",2046
1790,131390,피앤이솔루션,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","14,280,000","7,140,000,000","500",원(KRW),031-299-0100,경기도 수원시 권선구 산업로 185 -,2046
1791,024850,피에스엠씨,032602,전자부품 제조업,"38,726,201","19,363,100,500","500",원(KRW),051-719-3700,부산광역시 해운대구 선수촌로 230 (주)피에스엠씨,2046
1792,031980,피에스케이,032902,특수 목적용 기계 제조업,"20,331,604","10,165,802,000","500",원(KRW),031)660-8700,경기도 화성시  삼성1로4길 48 피에스케이,2046
1793,002230,피에스텍,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","18,756,382","9,378,191,000","500",원(KRW),031-3408-1790,서울특별시 성동구 왕십리로 46(성수동1가) ,2046
1794,137400,피엔티,032902,특수 목적용 기계 제조업,"7,600,000","3,800,000,000","500",원(KRW),054-469-6950,경북 구미시 공단동 270번지 ,2046
1795,082390,피엘에이,032602,전자부품 제조업,"66,227,775","33,113,887,500","500",원(KRW),042-930-7800,대전 대덕구 문평동 48-3 ,2046
1796,144740,피엠디아카데미,168505,일반 교습 학원,"1,737,554","868,777,000","500",원(KRW),070-7602-5073,"서울특별시 마포구 양화로 78 3층(서교동, 서교빌딩)",2046
1797,179440,피엠에스,032401,1차 철강 제조업,"3,174,875","634,975,000","200",원(KRW),054-762-9891,경상북도 포항시 남구 철강로 362 철강관리공단 4층,2046
1798,128660,피제이메탈,032402,1차 비철금속 제조업,"24,803,369","12,401,684,500","500",원(KRW),02-555-4451,서울특별시 강남구 테헤란로81길 13삼성동 동원빌딩 11층 ,2046
1799,006140,피제이전자,032701,의료용 기기 제조업,"10,000,000","5,000,000,000","500",원(KRW),032 -326 -7000,경기도 부천시 오정구 삼작로 22 부천테크노파크1단지 101동 6층,2046
1800,087600,픽셀플러스,032602,전자부품 제조업,"8,166,558","4,083,279,000","500",원(KRW),031-888-5300,"경기도 수원시 영통구 광교로 105(이의동, 경기알앤디비센터6층) &nbsp",2046
1801,033180,필룩스,032602,전자부품 제조업,"25,309,239","12,804,619,500","500",원(KRW),070-7780-8000,경기도 양주시 광적면 광적로 235-48 ,2046
1802,064800,필링크,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","7,101,000","3,550,500,000","500",원(KRW),02-2102-7313,서울특별시 영등포구  영등포로 272 ,2046
1803,230240,하나금융7호SPAC,116601,금융지원 서비스업,"8,000,000","800,000,000","100",원(KRW),02-3771-3630,서울특별시 영등포구 의사당대로 82 ,2046
1804,086790,하나금융지주,116409,기타 금융업,"296,003,062","1,480,015,310,000","5,000",원(KRW),02-2002-1110,서울특별시 중구  을지로 55 ,2046
1805,099340,하나니켈1호,116402,투자기관,"22,756,200","113,781,000,000","0",원(KRW),02-3771-9870,"서울특별시 중구  다동길 43 9층 (다동, 한외빌딩)",2046
1806,099350,하나니켈2호,116402,투자기관,"3,284,000","16,420,000,000","0",원(KRW),02-3771-9834,"서울특별시 중구  다동길 43 9층 (다동, 한외빌딩)",2046
1807,067310,하나마이크론,032601,반도체 제조업,"22,370,446","11,185,223,000","500",원(KRW),041-539-1011,충남 아산시 음봉면 원남리 95-1번지 ,2046
1808,208370,하나머스트2호스팩,116601,금융지원 서비스업,"5,400,000","540,000,000","100",원(KRW),02-3771-3642,서울특별시 영등포구 의사당대로 82 ,2046
1809,208870,하나머스트3호스팩,116601,금융지원 서비스업,"2,360,000","236,000,000","100",원(KRW),02-3771-3642,서울특별시 영등포구 의사당대로 82 ,2046
1810,215100,하나머스트4호스팩,116601,금융지원 서비스업,"2,800,000","280,000,000","100",원(KRW),02-3771-3151,서울특별시 영등포구 의사당대로 82 ,2046
1811,218150,하나머스트5호스팩,116601,금융지원 서비스업,"3,530,000","353,000,000","100",원(KRW),02)3771-3151,서울특별시 영등포구 의사당대로 82 ,2046
1812,103650,하나일렉콤,032602,전자부품 제조업,"3,000,000","1,500,000,000","500",원(KRW),032-555-1256,경기도 화성시 서신면 전곡산단13길 3- ,2046
1813,039130,하나투어,147502,여행사 및 기타 여행보조 서비스업,"11,616,185","5,808,092,500","500",원(KRW),02-2127-1000,서울특별시 종로구 인사동5길 41 (주)하나투어 ,2046
1814,136480,하림,031001,"도축, 육류 가공 및 저장 처리업","53,945,938","26,972,969,000","500",원(KRW),063-860-2114,전라북도 익산시  망성면 망성로 14 (주)하림,2046
1815,024660,하림홀딩스,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","89,157,190","44,578,595,000","500",원(KRW),02-6296-2934,전라북도 익산시  망성면 망성로 14 ,2046
1816,233990,하우동천,032004,기타 화학제품 제조업,"11,040,000","1,104,000,000","100",원(KRW),070-8952-5702,"서울특별시 서초구 사임당로 32 2층(서초동, 재우빌딩)",2046
1817,172580,하이골드12호,126901,운송장비 임대업,"13,044,500","65,222,500,000","5,000",원(KRW),02-2090-4625,제주특별자치도 제주시 연삼로 473 산업경제진흥원 (이도이동),2046
1818,139200,하이골드2호,126901,운송장비 임대업,"13,339,907","66,699,535,000","5,000",원(KRW),02-559-1900,제주특별자치도 제주시  연삼로 473 산업경제진흥원,2046
1819,153360,하이골드3호,126901,운송장비 임대업,"16,149,790","80,748,950,000","5,000",원(KRW),02-2090-4623,제주특별시자치도 제주시 연삼로 473 산업경제진흥원,2046
1820,159650,하이골드8호,126901,운송장비 임대업,"14,905,929","74,529,645,000","5,000",원(KRW),02-2090-4600,제주특별자치도 제주시 연삼로 473 산업경재진흥원 연삼로 473 산업경제진흥원(이도이동),2046
1821,149980,하이로닉,032701,의료용 기기 제조업,"14,002,645","1,400,264,500","100",원(KRW),031-698-4900,"경기도 성남시 중원구 둔촌대로 484, 시콕스타워 915호 &nbsp",2046
1822,013030,하이록코리아,032401,1차 철강 제조업,"13,613,232","6,806,616,000","500",원(KRW),051 -970-0801,부산광역시 강서구 녹산산단27로 97 ,2046
1823,126700,하이비젼시스템,032703,"안경, 사진장비 및 기타 광학기기 제조업","14,942,112","7,471,056,000","500",원(KRW),031-735-1573,경기도 성남시 중원구  사기막골로 58 하이비젼시스템,2046
1824,200470,하이셈,137309,"그외 기타 전문, 과학 및 기술 서비스업","17,553,680","8,776,840,000","500",원(KRW),031-8046-1700,경기도 안성시 일죽면 서동대로 7280-26 &nbsp,2046
1825,106080,하이소닉,032602,전자부품 제조업,"11,425,831","5,712,915,500","500",원(KRW),031-8040-0500,경기도 안산시 상록구  해안로 705 경기테크노파크 RIT센터 5층,2046
